customer_ID,gender,senior_citizen,partner,dependents,tenure,contract,payment_method,paperless_billing,monthly_charges,total_charges,"Internet Type","Online Security","Online Backup","Premium Tech Support","Streaming TV","Streaming Movies","Churn Category","Churn Reason","Satisfaction Score","Churn Score",CLTV,churn
9825-YCXWZ,Female,Yes,No,No,41,"One year","Bank transfer (automatic)",Yes,101.1,4016.2,"Fiber Optic",No,No,Yes,Yes,Yes,,,5,38,2227,No
2000-DHJUY,Female,Yes,Yes,No,70,"Two year","Bank transfer (automatic)",Yes,92.2,6474.45,DSL,Yes,Yes,Yes,Yes,Yes,,,4,44,5264,No
0203-HHYIJ,Male,No,No,No,25,"One year","Bank transfer (automatic)",No,25.3,676.35,None,No,No,No,No,No,Price,"Long distance charges",3,79,3779,Yes
0952-KMEEH,Male,No,No,No,13,Month-to-month,"Mailed check",No,98.15,1230.25,"Fiber Optic",Yes,No,No,Yes,Yes,Price,"Long distance charges",1,91,5525,Yes
9796-BPKIW,Male,Yes,No,No,8,Month-to-month,"Credit card (automatic)",Yes,69.95,562.7,"Fiber Optic",No,No,No,No,No,,,3,47,2939,No
9137-NOQKA,Male,Yes,No,No,2,Month-to-month,"Electronic check",No,19.2,37.2,None,No,No,No,No,No,,,5,24,4577,No
8178-EYZUO,Male,No,No,No,46,Month-to-month,"Electronic check",Yes,93.7,4154.8,"Fiber Optic",Yes,Yes,No,No,Yes,Price,"Extra data charges",1,70,3378,Yes
5130-IEKQT,Male,Yes,No,No,25,Month-to-month,"Mailed check",No,105.95,2655.25,"Fiber Optic",No,Yes,No,Yes,Yes,Price,"Price too high",2,91,4283,Yes
3230-WYKIR,Male,No,No,No,18,"One year","Credit card (automatic)",Yes,82,1425.45,DSL,No,No,Yes,Yes,Yes,Dissatisfaction,"Product dissatisfaction",1,79,3306,Yes
0407-BDJKB,Male,No,Yes,No,60,Month-to-month,"Electronic check",Yes,95.75,5742.9,"Fiber Optic",No,Yes,No,Yes,No,Dissatisfaction,"Service dissatisfaction",2,88,4129,Yes
9600-UDOPK,Male,No,Yes,No,30,Month-to-month,"Credit card (automatic)",Yes,94.05,2866.45,"Fiber Optic",No,No,No,Yes,Yes,Attitude,"Attitude of support person",3,68,4095,Yes
4074-SJFFA,Female,No,No,No,1,Month-to-month,"Mailed check",Yes,54.75,54.75,DSL,No,No,No,No,Yes,Dissatisfaction,"Network reliability",3,83,2614,Yes
3269-ATYWD,Male,Yes,No,No,39,Month-to-month,"Bank transfer (automatic)",Yes,95.65,3759.05,"Fiber Optic",No,No,No,Yes,Yes,Other,"Don't know",1,65,4892,Yes
4910-GMJOT,Female,No,No,No,1,Month-to-month,"Electronic check",Yes,94.6,94.6,"Fiber Optic",No,No,No,Yes,Yes,Other,"Don't know",1,96,4033,Yes
0354-WYROK,Female,Yes,Yes,Yes,31,Month-to-month,"Electronic check",Yes,98.9,2911.3,"Fiber Optic",No,No,Yes,Yes,Yes,Other,"Don't know",2,91,4050,Yes
7748-UMTRK,Female,Yes,No,Yes,30,Month-to-month,"Electronic check",Yes,101.3,2974.5,"Fiber Optic",No,No,Yes,Yes,Yes,,,4,34,2440,No
6463-MVYRY,Female,Yes,No,No,57,"Two year","Bank transfer (automatic)",No,69.85,4003,DSL,Yes,No,Yes,Yes,No,,,4,72,4759,No
7576-OYWBN,Male,Yes,No,No,3,Month-to-month,"Electronic check",Yes,76.05,231.8,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor had better devices",1,67,2930,Yes
4526-ZJJTM,Female,Yes,Yes,No,25,Month-to-month,"Bank transfer (automatic)",No,88.4,2191.15,"Fiber Optic",No,Yes,No,No,Yes,,,3,51,4849,No
5539-TMZLF,Male,Yes,No,No,1,Month-to-month,"Electronic check",Yes,69.75,69.75,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor had better devices",1,69,5057,Yes
4323-SADQS,Male,No,Yes,Yes,7,Month-to-month,"Electronic check",Yes,34.5,279.25,Cable,Yes,No,Yes,No,No,Dissatisfaction,"Service dissatisfaction",1,93,3520,Yes
4446-BZKHU,Male,No,Yes,No,61,Month-to-month,"Electronic check",Yes,105.55,6281.45,"Fiber Optic",No,Yes,No,Yes,Yes,Competitor,"Competitor had better devices",1,86,5011,Yes
5202-IVJNU,Female,No,No,Yes,39,Month-to-month,"Credit card (automatic)",No,30.1,1131.3,DSL,No,No,No,No,No,Dissatisfaction,"Network reliability",3,72,3106,Yes
5976-JCJRH,Male,No,Yes,No,10,Month-to-month,"Electronic check",Yes,70.3,738.2,"Fiber Optic",No,No,No,No,No,Dissatisfaction,"Limited range of services",3,94,2162,Yes
0137-OCGAB,Female,No,No,No,1,Month-to-month,"Mailed check",Yes,80.2,80.2,"Fiber Optic",No,Yes,No,No,No,Price,"Lack of affordable download/upload speed",3,90,3056,Yes
3351-NQLDI,Female,No,Yes,Yes,67,"One year","Credit card (automatic)",Yes,94.35,6341.45,"Fiber Optic",Yes,No,Yes,No,Yes,Price,"Long distance charges",1,91,4348,Yes
7593-JNWRU,Male,No,Yes,Yes,6,Month-to-month,"Bank transfer (automatic)",Yes,44.6,260.8,DSL,No,No,No,No,No,Price,"Extra data charges",2,90,4525,Yes
4588-YBNIB,Female,No,No,No,1,Month-to-month,"Mailed check",Yes,19.6,19.6,None,No,No,No,No,No,Price,"Price too high",2,91,4205,Yes
3336-JORSO,Female,Yes,No,No,33,Month-to-month,"Electronic check",Yes,110.45,3655.45,"Fiber Optic",No,Yes,Yes,Yes,Yes,Dissatisfaction,"Product dissatisfaction",1,80,3401,Yes
5315-CKEQK,Male,Yes,Yes,Yes,28,"One year","Electronic check",Yes,51,1381.8,DSL,No,No,No,No,No,,,3,44,5195,No
5028-GZLDO,Male,No,No,No,2,Month-to-month,"Credit card (automatic)",No,70.7,140.7,"Fiber Optic",No,No,No,No,No,Dissatisfaction,"Service dissatisfaction",1,96,5317,Yes
6861-XWTWQ,Male,Yes,Yes,No,7,Month-to-month,"Electronic check",Yes,99.25,665.45,"Fiber Optic",No,No,No,Yes,Yes,Attitude,"Attitude of support person",2,90,2487,Yes
6877-TJMBR,Male,No,Yes,No,1,Month-to-month,"Electronic check",Yes,84.8,84.8,"Fiber Optic",No,No,Yes,Yes,No,Dissatisfaction,"Network reliability",3,80,2627,Yes
0907-HQNTS,Female,Yes,Yes,No,70,"Two year","Credit card (automatic)",Yes,113,7987.6,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,47,4588,No
6769-DCQLI,Male,No,No,No,52,"One year","Bank transfer (automatic)",Yes,105,5426.85,"Fiber Optic",No,Yes,Yes,Yes,Yes,Other,"Don't know",2,85,4630,Yes
2433-KMEAS,Male,No,No,No,22,Month-to-month,"Electronic check",Yes,54.45,1127.35,DSL,Yes,No,No,No,No,Other,"Don't know",1,71,2445,Yes
8250-ZNGGW,Female,Yes,No,No,5,Month-to-month,"Credit card (automatic)",No,59.9,287.85,DSL,Yes,Yes,Yes,No,No,,,4,35,3662,No
2195-ZRVAX,Female,No,Yes,No,47,Month-to-month,"Electronic check",Yes,85.3,4045.65,Cable,No,No,No,No,Yes,Other,"Don't know",2,90,3631,Yes
3550-SAHFP,Female,No,No,No,33,Month-to-month,"Electronic check",Yes,83.35,2757.85,"Fiber Optic",No,No,No,No,Yes,Price,"Price too high",2,66,5456,Yes
2011-TRQYE,Male,No,No,No,18,Month-to-month,"Credit card (automatic)",Yes,33.5,600,DSL,No,Yes,No,No,No,Dissatisfaction,"Product dissatisfaction",2,82,5474,Yes
4873-ILOLJ,Male,No,No,No,24,Month-to-month,"Electronic check",Yes,90.35,2238.5,"Fiber Optic",No,No,No,Yes,Yes,Competitor,"Competitor had better devices",1,67,5546,Yes
2725-KXXWT,Male,No,Yes,No,1,Month-to-month,"Electronic check",Yes,90.75,90.75,"Fiber Optic",No,No,No,Yes,Yes,Attitude,"Attitude of support person",3,86,5460,Yes
9565-DJPIB,Female,No,No,Yes,4,Month-to-month,"Mailed check",No,89.6,365.65,"Fiber Optic",No,Yes,No,Yes,No,Competitor,"Competitor had better devices",1,87,4689,Yes
8348-HFYIV,Male,No,No,No,2,Month-to-month,"Electronic check",Yes,49.25,90.35,DSL,No,No,No,Yes,Yes,Dissatisfaction,"Limited range of services",3,90,5775,Yes
8166-ORCHU,Male,Yes,Yes,No,33,"One year","Electronic check",Yes,93.55,3055.5,"Fiber Optic",Yes,Yes,Yes,No,Yes,,,4,21,4414,No
6849-WLEYG,Male,No,No,Yes,1,Month-to-month,"Mailed check",No,19.75,19.75,None,No,No,No,No,No,Attitude,"Attitude of support person",3,92,2611,Yes
4659-NZRUF,Female,No,No,No,19,Month-to-month,"Electronic check",Yes,95.15,1789.25,"Fiber Optic",Yes,Yes,No,No,Yes,Price,"Long distance charges",3,78,5830,Yes
8429-XIBUM,Male,No,No,No,22,Month-to-month,"Bank transfer (automatic)",Yes,101.35,2317.1,"Fiber Optic",Yes,No,No,Yes,Yes,Price,"Extra data charges",1,77,4694,Yes
1855-CFULU,Female,Yes,No,No,4,Month-to-month,"Mailed check",No,20.05,91.45,None,No,No,No,No,No,,,5,20,3460,No
2608-BHKFN,Female,No,No,No,4,Month-to-month,"Credit card (automatic)",Yes,70.05,266.9,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor had better devices",1,89,3600,Yes
7341-LXCAF,Male,No,Yes,No,4,Month-to-month,"Electronic check",Yes,74.65,301.4,"Fiber Optic",No,No,No,No,No,Dissatisfaction,"Product dissatisfaction",1,87,4013,Yes
9462-MJUAW,Male,No,No,No,4,Month-to-month,"Mailed check",No,50.4,206.6,Cable,No,No,No,No,No,Competitor,"Competitor had better devices",1,92,4399,Yes
8128-YVJRG,Female,No,No,No,7,Month-to-month,"Mailed check",Yes,79.65,604.7,"Fiber Optic",Yes,No,No,No,No,Attitude,"Attitude of support person",1,81,4513,Yes
4283-FUTGF,Male,Yes,No,No,19,Month-to-month,"Electronic check",Yes,79.85,1471.75,"Fiber Optic",No,No,No,No,No,Dissatisfaction,"Network reliability",3,65,3715,Yes
1569-TTNYJ,Male,No,Yes,No,5,Month-to-month,"Electronic check",Yes,78.75,412.1,"Fiber Optic",No,Yes,No,No,No,Other,"Don't know",2,72,3401,Yes
8628-MFKAX,Female,Yes,Yes,No,72,"Two year","Credit card (automatic)",Yes,116.75,8277.05,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,68,5098,No
2397-BRLOM,Male,Yes,Yes,Yes,8,Month-to-month,"Credit card (automatic)",Yes,80.45,583.45,"Fiber Optic",No,No,No,Yes,No,Other,"Don't know",1,91,3443,Yes
9508-ILZDG,Female,Yes,No,No,34,Month-to-month,"Electronic check",Yes,96.35,3190.25,"Fiber Optic",No,Yes,Yes,Yes,No,,,4,32,5425,No
4749-VFKVB,Female,No,No,No,1,Month-to-month,"Mailed check",Yes,50.1,50.1,DSL,No,No,No,No,No,Other,"Don't know",2,90,4778,Yes
7598-UAASY,Male,No,Yes,No,2,Month-to-month,"Electronic check",No,76.4,151.8,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor had better devices",1,71,4340,Yes
7938-OUHIO,Male,No,No,No,3,Month-to-month,"Electronic check",Yes,98.7,293.65,"Fiber Optic",No,No,Yes,Yes,Yes,Attitude,"Attitude of service provider",3,72,3916,Yes
8510-AWCXC,Female,Yes,No,No,13,Month-to-month,"Electronic check",Yes,100.8,1308.1,"Fiber Optic",Yes,No,No,Yes,Yes,Attitude,"Attitude of support person",1,65,3269,Yes
6128-AQBMT,Male,Yes,Yes,No,41,Month-to-month,"Electronic check",Yes,53.95,2215.4,Cable,No,Yes,No,Yes,Yes,,,3,46,3920,No
0431-APWVY,Female,No,Yes,Yes,28,"One year","Bank transfer (automatic)",Yes,90.1,2598.95,"Fiber Optic",No,No,No,Yes,Yes,Other,"Poor expertise of online support",3,91,5958,Yes
4295-YURET,Female,Yes,Yes,Yes,56,"Two year","Credit card (automatic)",Yes,72.6,4084.35,DSL,Yes,No,Yes,Yes,Yes,,,4,79,6357,No
3426-NIYYL,Male,No,No,No,15,Month-to-month,"Electronic check",No,51.55,765.5,DSL,No,No,No,No,No,Attitude,"Attitude of support person",2,66,2087,Yes
8225-BTJAU,Male,Yes,No,No,10,Month-to-month,"Electronic check",Yes,79.25,793.55,"Fiber Optic",No,No,No,No,Yes,Competitor,"Competitor had better devices",1,87,3856,Yes
3387-VATUS,Male,No,No,No,5,Month-to-month,"Bank transfer (automatic)",Yes,94.85,462.8,"Fiber Optic",No,No,No,Yes,Yes,Attitude,"Attitude of service provider",3,69,5701,Yes
1143-NMNQJ,Female,No,No,No,2,Month-to-month,"Electronic check",Yes,85.7,169.8,"Fiber Optic",No,No,No,No,Yes,Attitude,"Attitude of service provider",2,95,2187,Yes
7693-QPEFS,Male,Yes,No,No,52,Month-to-month,"Bank transfer (automatic)",Yes,72.95,3829.75,"Fiber Optic",No,No,No,No,No,,,3,72,4368,No
0924-BJCRC,Female,Yes,Yes,No,60,Month-to-month,"Electronic check",No,89.45,5294.6,"Fiber Optic",No,Yes,No,No,Yes,,,3,44,4340,No
0415-MOSGF,Female,No,No,No,1,Month-to-month,"Mailed check",No,44.4,44.4,DSL,No,No,No,No,No,Attitude,"Attitude of support person",2,76,3204,Yes
1724-BQUHA,Male,Yes,No,No,5,Month-to-month,"Electronic check",Yes,89.5,477.7,"Fiber Optic",No,No,No,Yes,Yes,Attitude,"Attitude of support person",2,66,2718,Yes
4826-XTSOH,Male,Yes,Yes,No,1,Month-to-month,"Electronic check",Yes,86.05,86.05,"Fiber Optic",No,No,No,Yes,No,Competitor,"Competitor had better devices",1,96,4843,Yes
2495-INZWQ,Male,No,No,No,4,Month-to-month,"Electronic check",Yes,44.55,174.3,Cable,No,No,No,Yes,Yes,Attitude,"Attitude of service provider",2,66,5605,Yes
4139-SUGLD,Male,No,Yes,Yes,31,Month-to-month,"Bank transfer (automatic)",No,35.4,1077.5,DSL,Yes,No,Yes,No,No,Attitude,"Attitude of service provider",1,77,2067,Yes
6857-VWJDT,Female,No,No,No,1,Month-to-month,"Mailed check",No,95.65,95.65,"Fiber Optic",No,No,No,Yes,Yes,Attitude,"Attitude of service provider",2,87,3473,Yes
5624-BQSSA,Female,No,No,No,1,Month-to-month,"Mailed check",No,20.95,20.95,None,No,No,No,No,No,Price,"Long distance charges",1,70,4285,Yes
2408-WITXK,Female,Yes,No,No,10,Month-to-month,"Electronic check",Yes,34.7,329.8,DSL,No,No,No,No,Yes,Other,Deceased,1,92,3244,Yes
5577-OTWWW,Female,No,No,No,15,Month-to-month,"Bank transfer (automatic)",No,19.75,297.3,None,No,No,No,No,No,Other,Moved,2,69,2428,Yes
6100-QQHEB,Male,No,Yes,Yes,17,Month-to-month,"Electronic check",Yes,92.55,1515.1,"Fiber Optic",No,No,No,Yes,Yes,Other,Moved,3,91,5775,Yes
2634-HCZGT,Male,Yes,Yes,No,53,"One year","Electronic check",Yes,60.05,3229.65,Cable,Yes,No,Yes,No,No,Other,Moved,1,77,5271,Yes
7503-QQRVF,Male,Yes,Yes,No,16,Month-to-month,"Credit card (automatic)",Yes,74.3,1178.25,"Fiber Optic",No,Yes,No,No,No,Competitor,"Competitor had better devices",1,81,2076,Yes
2691-NZETQ,Male,No,No,No,9,Month-to-month,"Electronic check",Yes,85.35,758.6,"Fiber Optic",No,No,No,Yes,No,Competitor,"Competitor offered higher download speeds",2,89,2752,Yes
4404-HIBDJ,Female,No,No,No,25,"One year","Mailed check",No,74.3,1863.8,DSL,Yes,Yes,Yes,Yes,No,Competitor,"Competitor offered more data",1,85,5175,Yes
5533-NHFRF,Male,Yes,No,No,7,Month-to-month,"Electronic check",Yes,44.4,265.8,DSL,No,Yes,Yes,No,Yes,,,4,77,3410,No
7295-JOMMD,Female,No,No,Yes,4,Month-to-month,"Bank transfer (automatic)",Yes,98.1,396.3,"Fiber Optic",No,No,Yes,Yes,Yes,Competitor,"Competitor made better offer",1,87,2895,Yes
5013-SBUIH,Female,No,No,No,50,"Two year","Electronic check",Yes,109.65,5551.15,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Competitor,"Competitor had better devices",1,84,5855,Yes
0709-TVGUR,Female,Yes,No,No,9,Month-to-month,"Electronic check",Yes,74.55,622.9,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor had better devices",1,69,3145,Yes
6023-YEBUP,Male,No,No,No,3,Month-to-month,"Electronic check",Yes,100.95,329.95,Cable,No,No,No,Yes,Yes,Competitor,"Competitor had better devices",1,81,5351,Yes
7209-JCUDS,Male,No,No,No,10,Month-to-month,"Electronic check",Yes,94.9,1048.85,"Fiber Optic",No,No,No,Yes,Yes,Competitor,"Competitor had better devices",1,83,2832,Yes
3001-CBHLQ,Male,Yes,Yes,No,32,Month-to-month,"Electronic check",Yes,104.9,3351.55,"Fiber Optic",No,No,Yes,Yes,Yes,Attitude,"Attitude of support person",1,79,3966,Yes
6158-DWPZT,Male,No,Yes,No,9,"One year","Bank transfer (automatic)",No,24.1,259.8,DSL,No,No,No,No,No,Competitor,"Competitor offered more data",2,82,3195,Yes
4360-QRAVE,Male,Yes,No,No,37,Month-to-month,"Electronic check",No,36.65,1315,DSL,No,Yes,No,No,No,,,5,72,2494,No
8433-WPJTV,Female,Yes,Yes,Yes,65,"One year","Bank transfer (automatic)",Yes,103.9,6767.1,"Fiber Optic",No,No,Yes,Yes,Yes,,,3,75,5669,No
3763-GCZHZ,Male,No,Yes,No,66,"One year","Electronic check",Yes,104.05,6890,"Fiber Optic",No,Yes,Yes,Yes,Yes,Competitor,"Competitor offered more data",2,95,5504,Yes
0772-GYEQQ,Male,No,No,No,3,Month-to-month,"Mailed check",Yes,88.35,262.05,"Fiber Optic",No,No,Yes,Yes,No,Competitor,"Competitor offered more data",2,93,5202,Yes
4831-EOBFE,Male,No,Yes,Yes,29,Month-to-month,"Credit card (automatic)",No,94.65,2649.15,"Fiber Optic",Yes,No,No,Yes,Yes,Other,"Don't know",1,70,5150,Yes
4102-OQUPX,Male,Yes,Yes,No,1,Month-to-month,"Electronic check",Yes,74.4,74.4,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor made better offer",3,91,5429,Yes
9170-GYZJC,Female,No,Yes,Yes,41,Month-to-month,"Credit card (automatic)",No,79.9,3326.2,Cable,Yes,Yes,Yes,No,Yes,Price,"Price too high",1,84,4734,Yes
3999-QGRJH,Male,Yes,No,No,8,Month-to-month,"Electronic check",Yes,69.7,560.85,"Fiber Optic",No,No,No,No,No,Dissatisfaction,"Product dissatisfaction",1,88,3068,Yes
2454-RPBRZ,Female,Yes,Yes,No,12,Month-to-month,"Electronic check",Yes,98.1,1060.2,"Fiber Optic",No,Yes,No,Yes,No,Dissatisfaction,"Service dissatisfaction",3,90,2709,Yes
5387-ASZNZ,Female,Yes,No,No,66,"One year","Credit card (automatic)",Yes,63.85,4174.35,DSL,Yes,Yes,Yes,No,No,,,3,80,4657,No
2002-MZHWP,Female,No,No,No,1,Month-to-month,"Mailed check",No,20.5,20.5,None,No,No,No,No,No,Price,"Long distance charges",2,76,3820,Yes
2265-CYWIV,Female,Yes,Yes,No,4,Month-to-month,"Electronic check",Yes,99.6,347.65,"Fiber Optic",Yes,No,No,Yes,Yes,Dissatisfaction,"Network reliability",1,77,4708,Yes
2277-DJJDL,Male,Yes,Yes,No,60,Month-to-month,"Electronic check",Yes,99,6017.9,"Fiber Optic",No,No,Yes,Yes,Yes,,,3,40,4763,No
6963-EZQEE,Male,Yes,Yes,No,70,"Two year","Credit card (automatic)",Yes,88.55,6306.5,DSL,Yes,Yes,Yes,Yes,Yes,,,3,37,4097,No
2452-KDRRH,Male,Yes,No,No,67,Month-to-month,"Credit card (automatic)",Yes,101.4,6841.05,"Fiber Optic",No,No,No,Yes,Yes,,,4,28,5269,No
2004-OCQXK,Female,No,No,No,1,Month-to-month,"Electronic check",Yes,81.95,81.95,"Fiber Optic",No,No,No,No,Yes,Competitor,"Competitor had better devices",1,85,5622,Yes
5027-QPKTE,Male,No,Yes,No,7,Month-to-month,"Electronic check",Yes,69.35,451.1,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor had better devices",1,82,4292,Yes
2672-HUYVI,Female,No,No,No,6,Month-to-month,"Electronic check",Yes,91.1,455.3,"Fiber Optic",No,No,No,Yes,Yes,Price,"Long distance charges",2,68,2266,Yes
7508-MYBOG,Male,No,Yes,No,14,Month-to-month,"Electronic check",Yes,86.1,1235.55,"Fiber Optic",No,No,No,Yes,No,Competitor,"Competitor had better devices",1,89,2177,Yes
0148-DCDOS,Male,No,No,No,25,Month-to-month,"Bank transfer (automatic)",Yes,94.7,2362.1,"Fiber Optic",No,No,No,Yes,Yes,Competitor,"Competitor had better devices",1,82,5641,Yes
9992-RRAMN,Male,No,Yes,No,22,Month-to-month,"Electronic check",Yes,85.1,1873.7,"Fiber Optic",No,No,No,No,Yes,Dissatisfaction,"Product dissatisfaction",1,68,5248,Yes
0310-MVLET,Female,No,Yes,Yes,61,Month-to-month,"Electronic check",Yes,99.15,6010.05,"Fiber Optic",No,Yes,No,Yes,Yes,Dissatisfaction,"Service dissatisfaction",3,77,5612,Yes
4550-VBOFE,Male,Yes,Yes,No,70,Month-to-month,"Electronic check",Yes,102.95,7101.5,"Fiber Optic",No,Yes,No,Yes,Yes,Competitor,"Competitor had better devices",1,91,5005,Yes
5248-RPYWW,Female,Yes,Yes,Yes,72,"Two year","Bank transfer (automatic)",Yes,90.15,6716.45,Cable,Yes,Yes,Yes,Yes,Yes,,,3,49,4606,No
7923-IYJWY,Male,Yes,No,No,67,"Two year","Credit card (automatic)",Yes,116.1,7839.85,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,60,5896,No
5696-QURRL,Male,No,No,No,1,Month-to-month,"Mailed check",Yes,45.05,45.05,DSL,No,No,No,No,No,Dissatisfaction,"Network reliability",3,73,2644,Yes
7409-KIUTL,Female,Yes,No,Yes,1,Month-to-month,"Electronic check",Yes,71,71,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor made better offer",3,72,5345,Yes
1732-VHUBQ,Female,Yes,Yes,Yes,47,Month-to-month,"Bank transfer (automatic)",No,70.55,3309.25,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor made better offer",3,82,4457,Yes
0495-RVCBF,Female,No,No,No,1,Month-to-month,"Electronic check",Yes,79.7,79.7,"Fiber Optic",No,No,No,No,Yes,Other,"Poor expertise of online support",3,75,2066,Yes
7854-EDSSA,Male,No,No,No,22,Month-to-month,"Electronic check",No,59,1254.7,Cable,Yes,Yes,No,No,No,Dissatisfaction,"Poor expertise of online support",3,77,2195,Yes
8869-TORSS,Female,No,No,No,48,"One year","Credit card (automatic)",Yes,60.35,2896.4,DSL,Yes,No,Yes,No,No,Dissatisfaction,"Poor expertise of phone support",1,69,2681,Yes
0679-IDSTG,Female,Yes,Yes,Yes,1,Month-to-month,"Electronic check",Yes,69.25,69.25,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor had better devices",1,87,4568,Yes
1658-TJVOA,Female,Yes,No,No,6,Month-to-month,"Electronic check",Yes,74.1,450.9,"Fiber Optic",Yes,No,No,No,No,,,3,79,4716,No
2115-BFTIW,Male,No,No,No,25,Month-to-month,"Mailed check",No,70.95,1767.35,"Fiber Optic",No,No,No,No,No,Dissatisfaction,"Product dissatisfaction",1,75,4881,Yes
0611-DFXKO,Male,No,Yes,No,20,Month-to-month,"Mailed check",Yes,89,1820.45,"Fiber Optic",No,No,No,Yes,Yes,Dissatisfaction,"Service dissatisfaction",2,78,4594,Yes
7780-OTDSO,Male,No,Yes,No,18,Month-to-month,"Electronic check",Yes,99.4,1742.95,"Fiber Optic",Yes,No,No,Yes,Yes,Attitude,"Attitude of support person",1,86,2421,Yes
9747-DDZOS,Female,No,No,No,1,Month-to-month,"Bank transfer (automatic)",No,73.5,73.5,"Fiber Optic",No,No,No,No,No,Dissatisfaction,"Network reliability",2,74,4378,Yes
0674-DGMAQ,Male,Yes,Yes,No,32,Month-to-month,"Electronic check",Yes,93.5,2970.8,"Fiber Optic",No,Yes,No,No,Yes,,,5,77,5804,No
2761-XECQW,Male,Yes,Yes,No,8,Month-to-month,"Mailed check",Yes,43.35,371.4,Cable,No,Yes,No,No,Yes,,,3,68,2560,No
0564-JJHGS,Male,No,No,No,9,Month-to-month,"Electronic check",Yes,95.5,829.1,"Fiber Optic",No,No,No,Yes,Yes,Dissatisfaction,"Limited range of services",2,90,5007,Yes
3348-CFRNX,Female,No,Yes,No,28,Month-to-month,"Mailed check",Yes,92.35,2602.9,"Fiber Optic",Yes,No,No,Yes,Yes,Price,"Lack of affordable download/upload speed",1,71,2990,Yes
1428-GTBJJ,Male,No,No,No,11,Month-to-month,"Electronic check",Yes,74.55,824.75,"Fiber Optic",No,Yes,No,No,No,Price,"Long distance charges",2,81,4601,Yes
8059-UDZFY,Female,Yes,No,Yes,33,Month-to-month,"Bank transfer (automatic)",Yes,105.35,3465.05,"Fiber Optic",No,Yes,No,Yes,Yes,,,5,58,4738,No
7740-BTPUX,Male,Yes,Yes,No,55,"Two year","Electronic check",Yes,113.6,6292.7,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,5,56,5754,No
8802-UNOJF,Male,Yes,No,No,12,Month-to-month,"Mailed check",Yes,83.8,1029.75,Cable,No,Yes,Yes,No,No,Competitor,"Competitor had better devices",1,78,5565,Yes
6313-GIDIT,Male,Yes,No,No,53,Month-to-month,"Electronic check",Yes,54.45,2854.55,DSL,No,Yes,No,Yes,Yes,Price,"Price too high",2,65,6280,Yes
2845-AFFTX,Male,Yes,Yes,No,41,Month-to-month,"Electronic check",Yes,99.8,4259.3,"Fiber Optic",No,No,No,Yes,Yes,Dissatisfaction,"Product dissatisfaction",1,76,4726,Yes
2249-YPRNG,Female,No,Yes,Yes,20,Month-to-month,"Bank transfer (automatic)",Yes,105.85,2239.65,"Fiber Optic",No,Yes,No,Yes,Yes,Dissatisfaction,"Service dissatisfaction",2,84,4223,Yes
7410-YTJIK,Female,No,No,No,7,Month-to-month,"Mailed check",No,75.45,480.75,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor had better devices",1,75,2872,Yes
4626-GYCZP,Male,No,No,No,7,Month-to-month,"Electronic check",Yes,93.85,635.6,"Fiber Optic",No,No,No,Yes,Yes,Competitor,"Competitor had better devices",1,79,3506,Yes
5590-BYNII,Male,No,No,No,22,Month-to-month,"Electronic check",Yes,100.75,2095,"Fiber Optic",Yes,No,No,Yes,Yes,Other,"Don't know",2,91,4152,Yes
3237-AJGEH,Female,No,Yes,Yes,3,Month-to-month,"Mailed check",Yes,31,95.05,DSL,No,No,Yes,No,No,Other,"Poor expertise of online support",3,67,5122,Yes
1591-NFNLQ,Male,No,No,No,51,Month-to-month,"Credit card (automatic)",No,80,4242.35,"Fiber Optic",No,No,No,No,No,Other,"Poor expertise of online support",3,91,4769,Yes
8648-PFRMP,Female,Yes,No,No,14,Month-to-month,"Electronic check",Yes,46.35,672.7,Cable,No,No,No,Yes,Yes,,,4,44,2056,No
2815-CPTUL,Male,Yes,No,No,5,Month-to-month,"Mailed check",Yes,70.25,331.9,"Fiber Optic",No,No,No,No,No,Price,"Price too high",2,89,3684,Yes
0596-BQCEQ,Female,No,Yes,Yes,62,Month-to-month,"Electronic check",Yes,100.15,6283.3,"Fiber Optic",No,Yes,No,Yes,Yes,Competitor,"Competitor had better devices",1,93,4120,Yes
1481-ZUWZA,Male,No,No,No,28,Month-to-month,"Credit card (automatic)",Yes,94.5,2659.4,"Fiber Optic",Yes,Yes,No,No,Yes,Dissatisfaction,"Service dissatisfaction",1,80,5433,Yes
8996-ZROXE,Male,Yes,No,No,57,"One year","Electronic check",Yes,53.5,3035.8,DSL,No,No,Yes,No,No,,,4,58,5521,No
